case_id,witness_type,reliability_rating
20251030-0716,Expert,High
20251030-0721,Victim,Low
20251030-0721,Expert,Low
20251030-0721,Expert,High
20251030-0721,Witness,Low
20251030-0723,Victim,Low
20251030-0723,Expert,Medium
20251030-0723,Victim,Low
20251030-0724,Expert,High
20251030-0724,Witness,Low
20251030-0724,Expert,High
20251030-0726,Expert,Medium
20251030-0726,Witness,High
20251030-0726,Victim,Low
20251030-0727,Witness,High
20251030-0727,Victim,Medium
20251030-0728,Expert,High
20251030-0728,Expert,Medium
20251030-0729,Victim,Low
20251030-0729,Expert,Low
20251030-0729,Expert,High
20251030-0730,Expert,Low
20251030-0730,Witness,Low
20251030-0730,Witness,Medium
20251030-0730,Victim,Medium
20251030-0731,Victim,Low
20251030-0733,Expert,Low
20251030-0733,Victim,Medium
20251030-0733,Witness,Medium
20251030-0733,Witness,Medium
20251030-0734,Victim,High
20251030-0734,Expert,High
20251030-0734,Expert,Low
20251030-0735,Expert,Low
20251030-0736,Witness,High
20251030-0737,Witness,Low
20251030-0737,Witness,Low
20251030-0737,Witness,High
20251030-0738,Witness,Low
20251030-0738,Expert,Medium
20251030-0738,Expert,High
20251030-0739,Victim,High
20251030-0740,Victim,Medium
20251030-0740,Victim,High
20251030-0741,Victim,Low
20251030-0744,Witness,Low
20251030-0744,Expert,Low
20251030-0746,Witness,Medium
20251030-0746,Witness,Medium
20251030-0751,Victim,Medium
20251030-0754,Expert,High
20251030-0754,Witness,Medium
20251030-0755,Witness,Medium
20251030-0755,Expert,High
20251030-0755,Witness,Low
20251030-0756,Expert,Medium
20251030-0756,Expert,High
20251030-0757,Expert,Low
20251030-0760,Expert,High
20251030-0760,Victim,Low
20251030-0760,Expert,Low
20251030-0760,Victim,High
20251030-0762,Victim,Medium
20251030-0762,Expert,Low
20251030-0762,Victim,Low
20251030-0762,Witness,Low
20251030-0763,Expert,High
20251030-0763,Victim,Medium
20251030-0763,Expert,High
20251030-0763,Witness,Low
20251030-0765,Witness,Low
20251030-0765,Expert,High
20251030-0765,Victim,High
20251030-0766,Expert,High
20251030-0766,Victim,Low
20251030-0766,Witness,High
20251030-0766,Victim,High
20251030-0770,Victim,Low
20251030-0770,Witness,Low
20251030-0770,Victim,Low
20251030-0770,Witness,High
20251030-0772,Victim,High
20251030-0773,Victim,Low
20251030-0773,Expert,High
20251030-0773,Victim,Low
20251030-0773,Victim,Medium
20251030-0774,Victim,Medium
20251030-0774,Victim,High
20251030-0774,Witness,Medium
20251030-0774,Expert,Medium
20251030-0776,Witness,Low
20251030-0776,Witness,Medium
20251030-0776,Victim,Medium
20251030-0776,Expert,High
20251030-0777,Victim,High
20251030-0777,Expert,Low
20251030-0778,Victim,Low
20251030-0778,Victim,Low
20251030-0778,Victim,High
20251030-0778,Expert,Medium
20251030-0779,Witness,Low
20251030-0779,Victim,Medium
20251030-0779,Expert,Low
20251030-0779,Victim,Medium
20251030-0780,Witness,High
20251030-0780,Victim,Medium
20251030-0782,Expert,Medium
20251030-0785,Victim,Medium
20251030-0785,Victim,Medium
20251030-0785,Witness,Low
20251030-0787,Witness,Low
20251030-0787,Witness,Low
20251030-0787,Victim,Medium
20251030-0787,Victim,Medium
20251030-0788,Witness,Low
20251030-0788,Expert,Medium
20251030-0790,Witness,Medium
20251030-0790,Expert,Medium
20251030-0790,Victim,Low
20251030-0794,Expert,Low
20251030-0794,Expert,Low
20251030-0794,Victim,Medium
20251030-0795,Expert,Low
20251030-0795,Victim,Low
20251030-0797,Expert,Low
20251030-0797,Witness,Medium
20251030-0797,Expert,Medium
20251030-0797,Expert,Low
20251030-0799,Witness,High
20251030-0799,Victim,Medium
20251030-0799,Victim,Medium
20251030-0806,Witness,Low
20251030-0806,Witness,Low
20251030-0807,Witness,Low
20251030-0807,Victim,High
20251030-0807,Witness,Medium
20251030-0807,Witness,High
20251030-0808,Witness,Low
20251030-0808,Victim,Low
20251030-0809,Expert,Medium
20251030-0809,Expert,Low
20251030-0810,Witness,High
20251030-0810,Witness,High
20251030-0810,Witness,Medium
20251030-0810,Expert,Low
20251030-0812,Witness,Medium
20251030-0812,Expert,High
20251030-0812,Witness,Low
20251030-0812,Expert,Medium
20251030-0817,Victim,Medium
20251030-0817,Expert,High
20251030-0817,Witness,Medium
20251030-0817,Witness,Medium
20251030-0821,Expert,Low
20251030-0822,Witness,Medium
20251030-0823,Witness,Medium
20251030-0824,Victim,Medium
20251030-0824,Victim,Medium
20251030-0824,Witness,Low
20251030-0825,Expert,Low
20251030-0825,Witness,Medium
20251030-0826,Witness,High
20251030-0828,Victim,High
20251030-0828,Victim,Medium
20251030-0828,Witness,High
20251030-0828,Victim,Medium
20251030-0829,Witness,Low
20251030-0829,Victim,Medium
20251030-0834,Expert,High
20251030-0834,Witness,Low
20251030-0836,Witness,Low
20251030-0836,Witness,Low
20251030-0836,Witness,High
20251030-0836,Witness,Low
20251030-0837,Expert,Medium
20251030-0839,Victim,Medium
20251030-0839,Witness,Low
20251030-0839,Witness,High
20251030-0839,Victim,High
20251030-0840,Expert,High
20251030-0840,Victim,High
20251030-0841,Witness,High
20251030-0842,Expert,Medium
20251030-0842,Expert,High
20251030-0842,Witness,Low
20251030-0842,Victim,Medium
20251030-0844,Expert,Medium
20251030-0844,Witness,Low
20251030-0844,Victim,Low
20251030-0845,Witness,Medium
20251030-0845,Victim,Medium
20251030-0845,Victim,High
20251030-0845,Witness,Low
20251030-0851,Expert,Low
20251030-0851,Witness,Low
20251030-0851,Witness,High
20251030-0856,Victim,High
20251030-0856,Witness,Medium
20251030-0857,Victim,High
20251030-0857,Witness,High
20251030-0857,Expert,High
20251030-0858,Witness,Medium
20251030-0858,Victim,High
20251030-0858,Expert,High
20251030-0858,Victim,Low
20251030-0861,Expert,High
20251030-0861,Victim,Low
20251030-0861,Expert,Low
20251030-0861,Victim,High
20251030-0862,Witness,Low
20251030-0867,Victim,Low
20251030-0867,Victim,Low
20251030-0867,Victim,Low
20251030-0867,Expert,Low
20251030-0872,Witness,Low
20251030-0872,Victim,High
20251030-0872,Victim,High
20251030-0873,Witness,Medium
20251030-0873,Expert,Low
20251030-0873,Expert,Low
20251030-0873,Witness,Low
20251030-0876,Expert,High
20251030-0876,Witness,Medium
20251030-0876,Expert,High
20251030-0876,Victim,Low
20251030-0879,Victim,Low
20251030-0879,Witness,Medium
20251030-0879,Expert,High
20251030-0879,Victim,Medium
20251030-0880,Expert,High
20251030-0880,Expert,High
20251030-0880,Witness,Medium
20251030-0880,Victim,Low
20251030-0881,Victim,Medium
20251030-0881,Expert,High
20251030-0881,Witness,High
20251030-0882,Victim,Medium
20251030-0883,Expert,High
20251030-0883,Witness,Medium
20251030-0883,Victim,Low
20251030-0886,Witness,Medium
20251030-0886,Witness,Low
20251030-0886,Victim,High
20251030-0886,Expert,Medium
20251030-0887,Expert,High
20251030-0887,Victim,Medium
20251030-0892,Expert,Medium
20251030-0892,Victim,Medium
20251030-0893,Expert,High
20251030-0894,Expert,Medium
20251030-0894,Victim,Low
20251030-0894,Expert,Medium
20251030-0894,Witness,Medium
20251030-0899,Witness,Low
20251030-0899,Witness,High
20251030-0900,Witness,High
20251030-0900,Witness,Low
20251030-0901,Victim,High
20251030-0901,Witness,Low
20251030-0901,Victim,High
20251030-0901,Victim,Low
20251030-0904,Victim,Medium
20251030-0904,Expert,High
20251030-0904,Witness,High
20251030-0904,Expert,Medium
20251030-0905,Witness,High
20251030-0905,Victim,Medium
20251030-0905,Expert,Low
20251030-0905,Expert,High
20251030-0906,Victim,Medium
20251030-0906,Expert,High
20251030-0907,Expert,High
20251030-0907,Victim,Medium
20251030-0911,Witness,High
20251030-0911,Witness,Medium
20251030-0911,Witness,Medium
20251030-0911,Witness,Low
20251030-0912,Witness,Medium
20251030-0913,Expert,Medium
20251030-0914,Witness,High
20251030-0915,Victim,High
20251030-0915,Expert,Low
20251030-0915,Witness,Low
20251030-0916,Witness,High
20251030-0916,Victim,Medium
20251030-0919,Victim,Medium
20251030-0919,Witness,High
20251030-0919,Expert,High
20251030-0919,Witness,Low
20251030-0920,Victim,High
20251030-0921,Witness,Medium
20251030-0922,Witness,High
20251030-0922,Victim,Low
20251030-0922,Witness,Low
20251030-0922,Victim,Medium
20251030-0923,Victim,Low
20251030-0923,Witness,Medium
20251030-0923,Witness,Low
20251030-0923,Expert,Medium
20251030-0924,Victim,Medium
20251030-0924,Witness,High
20251030-0924,Expert,Medium
20251030-0924,Victim,Low
20251030-0925,Witness,High
20251030-0925,Witness,High
20251030-0926,Witness,High
20251030-0926,Witness,High
20251030-0926,Expert,High
20251030-0927,Expert,Medium
20251030-0928,Victim,Medium
20251030-0928,Witness,High
20251030-0928,Victim,Low
20251030-0930,Victim,High
20251030-0930,Victim,High
20251030-0930,Witness,Medium
20251030-0930,Victim,High
20251030-0931,Witness,Medium
20251030-0931,Witness,Medium
20251030-0931,Witness,Low
20251030-0936,Victim,Medium
20251030-0936,Witness,Low
20251030-0936,Victim,Medium
20251030-0937,Witness,Medium
20251030-0940,Victim,High
20251030-0940,Witness,Low
20251030-0940,Witness,Low
20251030-0941,Witness,Low
20251030-0942,Witness,High
20251030-0942,Expert,Low
20251030-0942,Victim,High
20251030-0942,Victim,High
20251030-0944,Victim,Medium
20251030-0944,Witness,High
20251030-0944,Witness,Low
20251030-0944,Victim,Low
20251030-0945,Victim,Low
20251030-0945,Expert,Low
20251030-0945,Victim,High
20251030-0945,Expert,Medium
20251030-0946,Witness,High
20251030-0946,Witness,High
20251030-0946,Expert,High
20251030-0948,Witness,Medium
20251030-0949,Expert,High
20251030-0949,Witness,Low
20251030-0949,Victim,Low
20251030-0950,Victim,Medium
20251030-0950,Expert,High
20251030-0950,Witness,Low
20251030-0951,Witness,Medium
20251030-0951,Witness,High
20251030-0951,Witness,Medium
20251030-0953,Witness,Low
20251030-0955,Witness,Medium
20251030-0955,Witness,Low
20251030-0955,Witness,Medium
20251030-0955,Expert,Medium
20251030-0956,Expert,High
20251030-0956,Victim,Medium
20251030-0956,Witness,Low
20251030-0958,Expert,Low
20251030-0958,Witness,Medium
20251030-0960,Expert,Medium
20251030-0962,Witness,High
20251030-0962,Victim,Low
20251030-0962,Expert,High
20251030-0963,Expert,High
20251030-0965,Victim,Medium
20251030-0965,Witness,Low
20251030-0967,Victim,High
20251030-0968,Expert,High
20251030-0968,Witness,Low
20251030-0968,Witness,High
20251030-0968,Victim,Low
20251030-0969,Witness,Low
20251030-0969,Victim,Low
20251030-0973,Expert,Medium
20251030-0973,Witness,High
20251030-0973,Expert,Low
20251030-0975,Witness,Medium
20251030-0978,Witness,Low
20251030-0980,Expert,High
20251030-0980,Witness,Medium
20251030-0982,Victim,Low
20251030-0982,Witness,Medium
20251030-0989,Expert,Medium
20251030-0989,Expert,Low
20251030-0989,Victim,Low
20251030-0990,Victim,Low
20251030-0990,Victim,Low
20251030-0990,Expert,Low
20251030-0990,Witness,High
20251030-0991,Witness,High
20251030-0991,Witness,High
20251030-0991,Victim,Medium
20251030-0991,Victim,Low
20251030-0992,Victim,High
20251030-0992,Expert,Low
20251030-0992,Expert,Medium
20251030-0993,Victim,Medium
20251030-0993,Expert,Low
20251030-0993,Victim,Low
20251030-0997,Witness,High
20251030-0997,Victim,Low
20251030-0997,Expert,Low
20251030-0997,Expert,Low
20251030-1000,Witness,Medium
20251030-1001,Witness,High
20251030-1002,Witness,Low
20251030-1003,Victim,High
20251030-1003,Expert,Medium
20251030-1003,Victim,Medium
20251030-1004,Witness,Medium
20251030-1004,Witness,Medium
20251030-1004,Expert,Medium
20251030-1005,Witness,High
20251030-1005,Witness,High
20251030-1009,Witness,Low
20251030-1011,Expert,High
20251030-1011,Witness,High
20251030-1012,Expert,High
20251030-1012,Victim,Low
20251030-1012,Witness,High
20251030-1013,Expert,Low
20251030-1015,Expert,High
20251030-1015,Expert,Medium
20251030-1015,Victim,Low
20251030-1016,Witness,Low
20251030-1016,Witness,Medium
20251030-1016,Expert,High
20251030-1017,Witness,Low
20251030-1017,Victim,Low
20251030-1019,Expert,Medium
20251030-1019,Expert,High
20251030-1019,Expert,High
20251030-1019,Victim,High
20251030-1021,Victim,High
20251030-1021,Expert,High
20251030-1021,Witness,High
20251030-1022,Witness,Medium
20251030-1022,Witness,Medium
20251030-1022,Witness,Medium
20251030-1025,Witness,High
20251030-1025,Victim,High
20251030-1026,Witness,High
20251030-1026,Victim,High
20251030-1027,Victim,Low
20251030-1029,Victim,Low
20251030-1031,Victim,High
20251030-1034,Victim,Medium
20251030-1034,Victim,Low
20251030-1034,Expert,Medium
20251030-1037,Witness,Low
20251030-1037,Victim,High
20251030-1039,Victim,Low
20251030-1039,Witness,Low
20251030-1040,Expert,Medium
20251030-1040,Victim,High
20251030-1041,Witness,Medium
20251030-1042,Witness,Low
20251030-1042,Witness,Low
20251030-1042,Expert,Low
20251030-1046,Witness,Medium
20251030-1046,Victim,Low
20251030-1048,Witness,High
20251030-1048,Expert,High
20251030-1048,Expert,Medium
20251030-1050,Expert,Medium
20251030-1050,Victim,High
20251030-1050,Victim,Low
20251030-1052,Witness,Low
20251030-1052,Victim,Low
20251030-1054,Expert,Low
20251030-1054,Witness,Low
20251030-1054,Expert,Low
20251030-1055,Victim,High
20251030-1055,Witness,Low
20251030-1057,Witness,Medium
20251030-1057,Expert,Medium
20251030-1057,Victim,Medium
20251030-1057,Witness,Low
20251030-1062,Victim,High
20251030-1063,Expert,Low
20251030-1063,Victim,Low
20251030-1063,Witness,Medium
20251030-1063,Witness,Medium
20251030-1064,Expert,Low
20251030-1064,Victim,Medium
20251030-1064,Expert,Low
20251030-1064,Victim,Medium
20251030-1066,Victim,High
20251030-1068,Victim,High
20251030-1068,Victim,Medium
20251030-1068,Expert,Medium
20251030-1069,Victim,Low
20251030-1070,Expert,High
20251030-1070,Witness,Low
20251030-1070,Victim,High
20251030-1074,Victim,Low
20251030-1074,Victim,Low
20251030-1074,Victim,Low
20251030-1076,Witness,Medium
20251030-1076,Witness,High
20251030-1076,Victim,Medium
20251030-1077,Expert,Low
20251030-1077,Victim,Low
20251030-1079,Expert,Medium
20251030-1079,Expert,Medium
20251030-1079,Victim,Medium
20251030-1082,Victim,Low
20251030-1082,Expert,Low
20251030-1082,Witness,Medium
20251030-1082,Witness,Medium
20251030-1086,Witness,High
20251030-1086,Expert,High
20251030-1086,Witness,Medium
20251030-1090,Witness,High
20251030-1090,Witness,Low
20251030-1090,Expert,Low
20251030-1091,Expert,Medium
20251030-1091,Witness,Medium
20251030-1091,Expert,Medium
20251030-1091,Expert,Medium
20251030-1093,Victim,Low
20251030-1093,Witness,High
20251030-1094,Victim,Low
20251030-1094,Witness,Low
20251030-1094,Expert,Medium
20251030-1096,Victim,Medium
20251030-1096,Witness,Low
20251030-1096,Witness,High
20251030-1097,Expert,Medium
20251030-1097,Victim,Low
20251030-1099,Expert,Medium
20251030-1099,Expert,Medium
20251030-1100,Victim,Medium
20251030-1100,Victim,Medium
20251030-1102,Expert,Low
20251030-1102,Victim,Medium
20251030-1102,Victim,Medium
20251030-1103,Victim,Medium
20251030-1103,Victim,High
20251030-1104,Witness,High
20251030-1105,Witness,Low
20251030-1105,Expert,High
20251030-1105,Expert,Low
20251030-1106,Victim,Medium
20251030-1106,Victim,Medium
20251030-1109,Expert,High
20251030-1109,Witness,Medium
20251030-1109,Expert,High
20251030-1110,Victim,Medium
20251030-1113,Victim,Medium
20251030-1113,Expert,Low
20251030-1115,Witness,Low
20251030-1115,Witness,High
20251030-1117,Witness,High
20251030-1117,Victim,Medium
20251030-1117,Expert,Medium
20251030-1117,Victim,Low
20251030-1119,Victim,Medium
20251030-1119,Witness,High
20251030-1119,Expert,High
20251030-1121,Victim,High
20251030-1122,Expert,Low
20251030-1124,Witness,Low
20251030-1124,Witness,High
20251030-1124,Victim,High
20251030-1128,Witness,Low
20251030-1128,Victim,High
20251030-1128,Witness,Low
20251030-1130,Victim,Medium
20251030-1130,Witness,Medium
20251030-1131,Witness,Low
20251030-1131,Witness,High
20251030-1132,Victim,High
20251030-1133,Witness,Low
20251030-1133,Expert,Medium
20251030-1135,Victim,High
20251030-1135,Witness,Low
20251030-1135,Victim,Medium
20251030-1136,Expert,Medium
20251030-1136,Expert,Medium
20251030-1136,Victim,Medium
20251030-1136,Witness,Medium
20251030-1137,Witness,High
20251030-1137,Expert,Low
20251030-1138,Witness,Low
20251030-1138,Victim,High
20251030-1138,Victim,Medium
20251030-1139,Witness,Medium
20251030-1139,Victim,Medium
20251030-1141,Expert,Low
20251030-1141,Witness,Low
20251030-1141,Victim,Medium
20251030-1141,Victim,High
20251030-1142,Witness,High
20251030-1149,Witness,Low
20251030-1149,Witness,Medium
20251030-1152,Witness,Medium
20251030-1152,Witness,Low
20251030-1152,Expert,Medium
20251030-1152,Expert,Low
20251030-1153,Victim,High
20251030-1155,Victim,Low
20251030-1155,Expert,High
20251030-1157,Victim,High
20251030-1157,Expert,High
20251030-1157,Expert,Low
20251030-1158,Victim,High
20251030-1163,Witness,High
20251030-1163,Expert,High
20251030-1163,Victim,Low
20251030-1163,Expert,Medium
20251030-1164,Expert,Medium
20251030-1165,Expert,High
20251030-1165,Victim,Medium
20251030-1166,Witness,Low
20251030-1166,Victim,High
20251030-1166,Expert,Medium
20251030-1166,Witness,Low
20251030-1167,Victim,High
20251030-1168,Witness,Medium
20251030-1168,Expert,Low
20251030-1168,Expert,High
20251030-1169,Witness,Medium
20251030-1169,Witness,Medium
20251030-1169,Victim,Medium
20251030-1169,Witness,Medium
20251030-1174,Victim,High
20251030-1175,Witness,Low
20251030-1175,Victim,Low
20251030-1176,Victim,Medium
20251030-1178,Witness,Low
20251030-1178,Victim,Medium
20251030-1178,Expert,Low
20251030-1180,Witness,High
20251030-1180,Victim,High
20251030-1180,Expert,Medium
20251030-1180,Victim,Low
20251030-1182,Expert,High
20251030-1182,Victim,Low
20251030-1183,Expert,Medium
20251030-1184,Victim,Medium
20251030-1184,Expert,Medium
20251030-1185,Witness,Medium
20251030-1187,Victim,High
20251030-1189,Victim,Medium
20251030-1189,Victim,High
20251030-1191,Victim,High
20251030-1191,Victim,Low
20251030-1191,Victim,Low
20251030-1192,Witness,High
20251030-1192,Expert,High
20251030-1192,Expert,Low
20251030-1195,Witness,High
20251030-1196,Victim,Medium
20251030-1196,Witness,High
20251030-1198,Witness,Medium
20251030-1198,Victim,High
20251030-1198,Expert,Medium
20251030-1199,Expert,Low
20251030-1200,Witness,Medium
20251030-1200,Victim,Medium
20251030-1200,Expert,Low
20251030-1200,Victim,Medium
20251030-1201,Expert,Low
20251030-1201,Expert,Low
20251030-1205,Expert,Medium
20251030-1205,Victim,High
20251030-1205,Expert,High
20251030-1205,Victim,Low
20251030-1206,Witness,High
20251030-1206,Victim,Low
20251030-1206,Victim,High
20251030-1207,Victim,High
20251030-1207,Victim,Medium
20251030-1207,Expert,Low
20251030-1207,Witness,High
20251030-1209,Expert,High
20251030-1209,Victim,Low
20251030-1209,Witness,High
20251030-1211,Expert,Low
20251030-1211,Victim,Low
20251030-1211,Victim,Medium
20251030-1211,Witness,High
20251030-1215,Expert,High
20251030-1215,Victim,High
20251030-1215,Witness,Medium
20251030-1215,Witness,High
20251030-1216,Expert,Low
