case_id,investigation_type,investigation_date,findings
20251030-0175,Follow-up,2024-11-03 07:20:43,Investigation findings for case 20251030-0175
20251030-0176,Evidence Collection,2023-06-08 20:22:57,Investigation findings for case 20251030-0176
20251030-0176,Interview,2023-06-04 20:22:57,Investigation findings for case 20251030-0176
20251030-0176,Interview,2023-06-02 20:22:57,Investigation findings for case 20251030-0176
20251030-0176,Interview,2023-06-18 20:22:57,Investigation findings for case 20251030-0176
20251030-0177,Initial,2024-12-25 05:30:52,Investigation findings for case 20251030-0177
20251030-0177,Initial,2024-12-17 05:30:52,Investigation findings for case 20251030-0177
20251030-0180,Evidence Collection,2024-10-08 18:10:12,Investigation findings for case 20251030-0180
20251030-0181,Interview,2024-08-06 16:31:00,Investigation findings for case 20251030-0181
20251030-0181,Initial,2024-07-16 16:31:00,Investigation findings for case 20251030-0181
20251030-0181,Evidence Collection,2024-08-04 16:31:00,Investigation findings for case 20251030-0181
20251030-0182,Initial,2023-09-21 22:26:29,Investigation findings for case 20251030-0182
20251030-0183,Follow-up,2024-02-17 09:17:32,Investigation findings for case 20251030-0183
20251030-0183,Evidence Collection,2024-02-03 09:17:32,Investigation findings for case 20251030-0183
20251030-0183,Evidence Collection,2024-02-28 09:17:32,Investigation findings for case 20251030-0183
20251030-0183,Follow-up,2024-02-18 09:17:32,Investigation findings for case 20251030-0183
20251030-0184,Evidence Collection,2023-05-29 20:50:00,Investigation findings for case 20251030-0184
20251030-0184,Initial,2023-06-12 20:50:00,Investigation findings for case 20251030-0184
20251030-0184,Evidence Collection,2023-06-07 20:50:00,Investigation findings for case 20251030-0184
20251030-0184,Follow-up,2023-05-19 20:50:00,Investigation findings for case 20251030-0184
20251030-0186,Follow-up,2023-05-30 12:56:06,Investigation findings for case 20251030-0186
20251030-0186,Interview,2023-05-10 12:56:06,Investigation findings for case 20251030-0186
20251030-0186,Follow-up,2023-05-13 12:56:06,Investigation findings for case 20251030-0186
20251030-0186,Follow-up,2023-05-15 12:56:06,Investigation findings for case 20251030-0186
20251030-0186,Initial,2023-05-09 12:56:06,Investigation findings for case 20251030-0186
20251030-0188,Evidence Collection,2023-12-31 16:48:27,Investigation findings for case 20251030-0188
20251030-0188,Follow-up,2024-01-14 16:48:27,Investigation findings for case 20251030-0188
20251030-0188,Initial,2023-12-25 16:48:27,Investigation findings for case 20251030-0188
20251030-0188,Interview,2023-12-24 16:48:27,Investigation findings for case 20251030-0188
20251030-0188,Initial,2024-01-04 16:48:27,Investigation findings for case 20251030-0188
20251030-0189,Follow-up,2023-07-07 21:24:37,Investigation findings for case 20251030-0189
20251030-0189,Interview,2023-07-06 21:24:37,Investigation findings for case 20251030-0189
20251030-0189,Follow-up,2023-07-04 21:24:37,Investigation findings for case 20251030-0189
20251030-0189,Initial,2023-07-10 21:24:37,Investigation findings for case 20251030-0189
20251030-0189,Interview,2023-06-28 21:24:37,Investigation findings for case 20251030-0189
20251030-0191,Initial,2024-01-25 20:26:12,Investigation findings for case 20251030-0191
20251030-0191,Interview,2024-01-28 20:26:12,Investigation findings for case 20251030-0191
20251030-0191,Follow-up,2024-01-10 20:26:12,Investigation findings for case 20251030-0191
20251030-0191,Follow-up,2024-01-31 20:26:12,Investigation findings for case 20251030-0191
20251030-0191,Follow-up,2024-01-12 20:26:12,Investigation findings for case 20251030-0191
20251030-0192,Initial,2024-11-11 12:02:06,Investigation findings for case 20251030-0192
20251030-0193,Follow-up,2024-12-04 23:30:14,Investigation findings for case 20251030-0193
20251030-0193,Follow-up,2024-11-22 23:30:14,Investigation findings for case 20251030-0193
20251030-0193,Interview,2024-11-24 23:30:14,Investigation findings for case 20251030-0193
20251030-0193,Follow-up,2024-11-09 23:30:14,Investigation findings for case 20251030-0193
20251030-0193,Interview,2024-11-10 23:30:14,Investigation findings for case 20251030-0193
20251030-0195,Follow-up,2024-11-16 12:15:45,Investigation findings for case 20251030-0195
20251030-0195,Interview,2024-11-04 12:15:45,Investigation findings for case 20251030-0195
20251030-0195,Evidence Collection,2024-10-21 12:15:45,Investigation findings for case 20251030-0195
20251030-0195,Evidence Collection,2024-10-24 12:15:45,Investigation findings for case 20251030-0195
20251030-0195,Interview,2024-11-07 12:15:45,Investigation findings for case 20251030-0195
20251030-0196,Interview,2024-06-14 17:39:55,Investigation findings for case 20251030-0196
20251030-0196,Follow-up,2024-06-22 17:39:55,Investigation findings for case 20251030-0196
20251030-0197,Initial,2024-11-28 04:19:19,Investigation findings for case 20251030-0197
20251030-0197,Evidence Collection,2024-11-26 04:19:19,Investigation findings for case 20251030-0197
20251030-0199,Follow-up,2024-08-08 07:16:08,Investigation findings for case 20251030-0199
20251030-0199,Follow-up,2024-08-15 07:16:08,Investigation findings for case 20251030-0199
20251030-0199,Evidence Collection,2024-08-20 07:16:08,Investigation findings for case 20251030-0199
20251030-0199,Evidence Collection,2024-08-16 07:16:08,Investigation findings for case 20251030-0199
20251030-0199,Follow-up,2024-08-20 07:16:08,Investigation findings for case 20251030-0199
20251030-0200,Initial,2024-03-04 14:14:42,Investigation findings for case 20251030-0200
20251030-0200,Follow-up,2024-03-16 14:14:42,Investigation findings for case 20251030-0200
20251030-0200,Evidence Collection,2024-03-07 14:14:42,Investigation findings for case 20251030-0200
20251030-0202,Follow-up,2023-10-01 17:06:56,Investigation findings for case 20251030-0202
20251030-0202,Follow-up,2023-10-05 17:06:56,Investigation findings for case 20251030-0202
20251030-0202,Initial,2023-10-14 17:06:56,Investigation findings for case 20251030-0202
20251030-0202,Interview,2023-10-08 17:06:56,Investigation findings for case 20251030-0202
20251030-0202,Evidence Collection,2023-10-17 17:06:56,Investigation findings for case 20251030-0202
20251030-0203,Evidence Collection,2023-07-17 06:19:41,Investigation findings for case 20251030-0203
20251030-0203,Initial,2023-07-10 06:19:41,Investigation findings for case 20251030-0203
20251030-0206,Interview,2023-08-15 11:08:10,Investigation findings for case 20251030-0206
20251030-0207,Evidence Collection,2023-05-01 16:30:20,Investigation findings for case 20251030-0207
20251030-0209,Follow-up,2023-05-22 21:56:08,Investigation findings for case 20251030-0209
20251030-0212,Interview,2023-12-08 16:32:17,Investigation findings for case 20251030-0212
20251030-0212,Initial,2023-12-06 16:32:17,Investigation findings for case 20251030-0212
20251030-0212,Initial,2023-12-17 16:32:17,Investigation findings for case 20251030-0212
20251030-0212,Evidence Collection,2023-12-22 16:32:17,Investigation findings for case 20251030-0212
20251030-0213,Interview,2024-04-23 21:47:36,Investigation findings for case 20251030-0213
20251030-0213,Initial,2024-04-08 21:47:36,Investigation findings for case 20251030-0213
20251030-0213,Initial,2024-04-09 21:47:36,Investigation findings for case 20251030-0213
20251030-0213,Evidence Collection,2024-04-20 21:47:36,Investigation findings for case 20251030-0213
20251030-0213,Follow-up,2024-04-10 21:47:36,Investigation findings for case 20251030-0213
20251030-0214,Evidence Collection,2023-01-31 22:28:35,Investigation findings for case 20251030-0214
20251030-0214,Initial,2023-01-11 22:28:35,Investigation findings for case 20251030-0214
20251030-0215,Initial,2023-03-03 10:34:36,Investigation findings for case 20251030-0215
20251030-0215,Follow-up,2023-03-01 10:34:36,Investigation findings for case 20251030-0215
20251030-0218,Interview,2024-11-28 08:42:30,Investigation findings for case 20251030-0218
20251030-0218,Follow-up,2024-11-21 08:42:30,Investigation findings for case 20251030-0218
20251030-0221,Follow-up,2024-08-10 17:24:14,Investigation findings for case 20251030-0221
20251030-0221,Initial,2024-08-06 17:24:14,Investigation findings for case 20251030-0221
20251030-0221,Follow-up,2024-08-25 17:24:14,Investigation findings for case 20251030-0221
20251030-0221,Initial,2024-08-30 17:24:14,Investigation findings for case 20251030-0221
20251030-0221,Evidence Collection,2024-08-21 17:24:14,Investigation findings for case 20251030-0221
20251030-0222,Follow-up,2024-06-13 08:19:32,Investigation findings for case 20251030-0222
20251030-0222,Interview,2024-06-12 08:19:32,Investigation findings for case 20251030-0222
20251030-0222,Initial,2024-06-30 08:19:32,Investigation findings for case 20251030-0222
20251030-0222,Interview,2024-06-05 08:19:32,Investigation findings for case 20251030-0222
20251030-0223,Evidence Collection,2023-04-21 12:23:37,Investigation findings for case 20251030-0223
20251030-0223,Follow-up,2023-04-21 12:23:37,Investigation findings for case 20251030-0223
20251030-0223,Initial,2023-04-13 12:23:37,Investigation findings for case 20251030-0223
20251030-0223,Evidence Collection,2023-05-04 12:23:37,Investigation findings for case 20251030-0223
20251030-0224,Initial,2024-04-23 15:49:30,Investigation findings for case 20251030-0224
20251030-0224,Follow-up,2024-05-12 15:49:30,Investigation findings for case 20251030-0224
20251030-0225,Evidence Collection,2023-03-09 06:38:43,Investigation findings for case 20251030-0225
20251030-0225,Follow-up,2023-03-17 06:38:43,Investigation findings for case 20251030-0225
20251030-0225,Follow-up,2023-03-15 06:38:43,Investigation findings for case 20251030-0225
20251030-0225,Interview,2023-03-30 06:38:43,Investigation findings for case 20251030-0225
20251030-0225,Initial,2023-03-22 06:38:43,Investigation findings for case 20251030-0225
20251030-0227,Evidence Collection,2023-01-28 21:31:01,Investigation findings for case 20251030-0227
20251030-0227,Interview,2023-02-20 21:31:01,Investigation findings for case 20251030-0227
20251030-0228,Evidence Collection,2024-09-06 19:17:20,Investigation findings for case 20251030-0228
20251030-0228,Initial,2024-08-19 19:17:20,Investigation findings for case 20251030-0228
20251030-0228,Initial,2024-09-05 19:17:20,Investigation findings for case 20251030-0228
20251030-0228,Evidence Collection,2024-09-08 19:17:20,Investigation findings for case 20251030-0228
20251030-0229,Initial,2023-07-05 02:50:02,Investigation findings for case 20251030-0229
20251030-0229,Evidence Collection,2023-06-11 02:50:02,Investigation findings for case 20251030-0229
20251030-0230,Interview,2024-02-17 06:00:48,Investigation findings for case 20251030-0230
20251030-0230,Follow-up,2024-03-10 06:00:48,Investigation findings for case 20251030-0230
20251030-0231,Follow-up,2024-10-21 20:46:57,Investigation findings for case 20251030-0231
20251030-0231,Initial,2024-11-15 20:46:57,Investigation findings for case 20251030-0231
20251030-0231,Interview,2024-10-30 20:46:57,Investigation findings for case 20251030-0231
20251030-0231,Evidence Collection,2024-10-23 20:46:57,Investigation findings for case 20251030-0231
20251030-0231,Follow-up,2024-10-30 20:46:57,Investigation findings for case 20251030-0231
20251030-0232,Initial,2023-06-11 16:34:03,Investigation findings for case 20251030-0232
20251030-0232,Interview,2023-05-31 16:34:03,Investigation findings for case 20251030-0232
20251030-0232,Follow-up,2023-05-27 16:34:03,Investigation findings for case 20251030-0232
20251030-0232,Interview,2023-05-20 16:34:03,Investigation findings for case 20251030-0232
20251030-0232,Follow-up,2023-06-03 16:34:03,Investigation findings for case 20251030-0232
20251030-0233,Follow-up,2024-01-08 07:54:18,Investigation findings for case 20251030-0233
20251030-0233,Evidence Collection,2023-12-31 07:54:18,Investigation findings for case 20251030-0233
20251030-0234,Initial,2023-05-21 06:59:14,Investigation findings for case 20251030-0234
20251030-0234,Follow-up,2023-06-11 06:59:14,Investigation findings for case 20251030-0234
20251030-0234,Interview,2023-06-06 06:59:14,Investigation findings for case 20251030-0234
20251030-0234,Follow-up,2023-06-07 06:59:14,Investigation findings for case 20251030-0234
20251030-0234,Follow-up,2023-06-11 06:59:14,Investigation findings for case 20251030-0234
20251030-0235,Evidence Collection,2024-08-24 13:51:49,Investigation findings for case 20251030-0235
20251030-0235,Initial,2024-08-04 13:51:49,Investigation findings for case 20251030-0235
20251030-0235,Initial,2024-08-27 13:51:49,Investigation findings for case 20251030-0235
20251030-0235,Initial,2024-08-06 13:51:49,Investigation findings for case 20251030-0235
20251030-0235,Interview,2024-08-17 13:51:49,Investigation findings for case 20251030-0235
20251030-0236,Follow-up,2024-03-15 17:06:31,Investigation findings for case 20251030-0236
20251030-0236,Initial,2024-03-13 17:06:31,Investigation findings for case 20251030-0236
20251030-0236,Interview,2024-03-26 17:06:31,Investigation findings for case 20251030-0236
20251030-0236,Initial,2024-03-07 17:06:31,Investigation findings for case 20251030-0236
20251030-0236,Evidence Collection,2024-03-13 17:06:31,Investigation findings for case 20251030-0236
20251030-0238,Initial,2023-07-06 16:21:39,Investigation findings for case 20251030-0238
20251030-0238,Initial,2023-07-06 16:21:39,Investigation findings for case 20251030-0238
20251030-0238,Interview,2023-07-11 16:21:39,Investigation findings for case 20251030-0238
20251030-0238,Evidence Collection,2023-07-10 16:21:39,Investigation findings for case 20251030-0238
20251030-0238,Initial,2023-07-29 16:21:39,Investigation findings for case 20251030-0238
20251030-0239,Initial,2023-08-13 15:14:06,Investigation findings for case 20251030-0239
20251030-0239,Follow-up,2023-08-19 15:14:06,Investigation findings for case 20251030-0239
20251030-0239,Initial,2023-07-28 15:14:06,Investigation findings for case 20251030-0239
20251030-0239,Follow-up,2023-07-21 15:14:06,Investigation findings for case 20251030-0239
