case_id,evidence_type,collection_date,status
20251030-0384,Digital,2024-10-25 23:21:38,Collected
20251030-0386,Photographic,2023-10-19 10:08:00,In Analysis
20251030-0387,Digital,2024-06-27 15:48:51,Analyzed
20251030-0388,Photographic,2024-01-23 22:58:01,Collected
20251030-0390,Document,2023-10-18 05:42:00,In Analysis
20251030-0390,Digital,2023-10-18 05:42:00,In Analysis
20251030-0390,Photographic,2023-10-25 05:42:00,Collected
20251030-0394,Photographic,2024-06-09 21:44:08,Analyzed
20251030-0394,Digital,2024-06-17 21:44:08,Analyzed
20251030-0394,Digital,2024-06-19 21:44:08,Analyzed
20251030-0394,Physical,2024-06-12 21:44:08,Collected
20251030-0395,Digital,2023-04-07 11:00:37,Collected
20251030-0397,Photographic,2024-05-23 13:37:35,Collected
20251030-0397,Photographic,2024-05-21 13:37:35,Collected
20251030-0398,Document,2023-08-09 21:03:47,Collected
20251030-0399,Document,2023-09-25 11:00:09,Analyzed
20251030-0400,Photographic,2023-03-27 06:30:34,In Analysis
20251030-0400,Digital,2023-03-30 06:30:34,In Analysis
20251030-0402,Photographic,2024-04-26 02:13:11,Collected
20251030-0402,Physical,2024-04-26 02:13:11,Collected
20251030-0402,Physical,2024-04-16 02:13:11,Collected
20251030-0402,Digital,2024-04-24 02:13:11,Analyzed
20251030-0403,Document,2023-11-04 16:05:57,In Analysis
20251030-0403,Physical,2023-11-06 16:05:57,Analyzed
20251030-0403,Physical,2023-11-05 16:05:57,Analyzed
20251030-0403,Photographic,2023-11-05 16:05:57,Collected
20251030-0406,Physical,2024-08-31 07:43:55,Collected
20251030-0406,Document,2024-08-31 07:43:55,Analyzed
20251030-0406,Document,2024-08-25 07:43:55,Collected
20251030-0406,Document,2024-08-27 07:43:55,Analyzed
20251030-0408,Photographic,2024-11-13 19:38:12,In Analysis
20251030-0408,Digital,2024-11-17 19:38:12,In Analysis
20251030-0408,Document,2024-11-15 19:38:12,In Analysis
20251030-0408,Physical,2024-11-20 19:38:12,Analyzed
20251030-0412,Document,2024-09-20 13:23:05,In Analysis
20251030-0412,Document,2024-09-22 13:23:05,In Analysis
20251030-0412,Document,2024-09-28 13:23:05,Analyzed
20251030-0413,Photographic,2023-08-10 16:12:09,Collected
20251030-0413,Document,2023-08-13 16:12:09,Collected
20251030-0413,Digital,2023-08-04 16:12:09,In Analysis
20251030-0413,Document,2023-08-05 16:12:09,Collected
20251030-0414,Physical,2023-05-16 12:18:27,Analyzed
20251030-0414,Physical,2023-05-07 12:18:27,Collected
20251030-0414,Digital,2023-05-15 12:18:27,In Analysis
20251030-0414,Digital,2023-05-12 12:18:27,Collected
20251030-0415,Digital,2024-01-29 17:11:32,Collected
20251030-0415,Digital,2024-02-03 17:11:32,Analyzed
20251030-0415,Physical,2024-01-28 17:11:32,Collected
20251030-0416,Physical,2023-02-22 20:53:47,In Analysis
20251030-0416,Document,2023-03-01 20:53:47,Collected
20251030-0416,Photographic,2023-02-24 20:53:47,Analyzed
20251030-0417,Digital,2024-05-11 18:17:26,Collected
20251030-0417,Document,2024-05-09 18:17:26,Analyzed
20251030-0418,Digital,2023-04-05 22:34:00,Collected
20251030-0421,Digital,2024-12-09 17:15:28,Collected
20251030-0421,Physical,2024-12-05 17:15:28,Collected
20251030-0423,Photographic,2024-07-15 17:29:51,In Analysis
20251030-0423,Physical,2024-07-06 17:29:51,In Analysis
20251030-0424,Photographic,2024-11-25 18:48:02,In Analysis
20251030-0424,Digital,2024-11-29 18:48:02,In Analysis
20251030-0426,Physical,2023-08-16 19:32:53,In Analysis
20251030-0426,Physical,2023-08-18 19:32:53,Collected
20251030-0428,Document,2024-10-06 20:48:38,Analyzed
20251030-0429,Document,2023-04-22 07:12:14,Collected
20251030-0430,Photographic,2024-05-15 17:58:05,In Analysis
20251030-0431,Document,2024-12-08 10:12:17,Analyzed
20251030-0431,Digital,2024-12-05 10:12:17,In Analysis
20251030-0433,Physical,2024-11-30 12:56:27,Analyzed
20251030-0435,Document,2024-10-20 16:42:41,Analyzed
20251030-0435,Photographic,2024-10-29 16:42:41,Collected
20251030-0436,Digital,2024-09-09 14:13:12,Collected
20251030-0438,Document,2024-09-20 14:55:02,Collected
20251030-0441,Document,2024-12-11 07:52:23,In Analysis
20251030-0441,Digital,2024-12-16 07:52:23,Analyzed
20251030-0441,Digital,2024-12-18 07:52:23,Analyzed
20251030-0441,Document,2024-12-11 07:52:23,Collected
20251030-0443,Photographic,2023-12-02 12:35:03,Analyzed
20251030-0445,Digital,2023-10-03 17:06:53,In Analysis
20251030-0445,Digital,2023-10-02 17:06:53,Analyzed
20251030-0445,Digital,2023-10-02 17:06:53,Analyzed
20251030-0445,Physical,2023-10-05 17:06:53,Collected
20251030-0446,Physical,2024-04-23 07:28:36,In Analysis
20251030-0446,Digital,2024-04-27 07:28:36,Analyzed
20251030-0446,Photographic,2024-04-22 07:28:36,In Analysis
20251030-0446,Digital,2024-04-22 07:28:36,Analyzed
20251030-0447,Physical,2023-12-28 20:25:39,Analyzed
20251030-0447,Digital,2024-01-05 20:25:39,Analyzed
20251030-0449,Document,2024-08-18 11:57:48,Analyzed
20251030-0449,Physical,2024-08-20 11:57:48,In Analysis
20251030-0449,Document,2024-08-15 11:57:48,Collected
20251030-0449,Physical,2024-08-16 11:57:48,In Analysis
20251030-0452,Document,2023-12-09 10:07:07,Analyzed
20251030-0452,Document,2023-12-02 10:07:07,In Analysis
20251030-0452,Document,2023-12-01 10:07:07,Collected
20251030-0452,Document,2023-12-05 10:07:07,In Analysis
20251030-0453,Photographic,2024-01-28 18:47:47,In Analysis
20251030-0453,Physical,2024-02-01 18:47:47,Collected
20251030-0454,Document,2024-12-04 16:19:04,In Analysis
20251030-0454,Photographic,2024-12-01 16:19:04,In Analysis
20251030-0454,Digital,2024-12-07 16:19:04,Collected
20251030-0456,Photographic,2023-01-11 18:51:17,Collected
20251030-0456,Photographic,2023-01-12 18:51:17,In Analysis
20251030-0458,Digital,2024-02-18 07:15:11,In Analysis
20251030-0459,Physical,2024-08-26 10:58:10,In Analysis
20251030-0459,Photographic,2024-09-03 10:58:10,Analyzed
20251030-0460,Photographic,2024-11-08 02:02:54,Analyzed
20251030-0460,Document,2024-11-04 02:02:54,In Analysis
20251030-0460,Photographic,2024-10-30 02:02:54,In Analysis
20251030-0460,Digital,2024-11-03 02:02:54,Analyzed
20251030-0464,Digital,2024-08-16 08:59:15,In Analysis
20251030-0464,Physical,2024-08-19 08:59:15,Analyzed
20251030-0464,Digital,2024-08-15 08:59:15,Collected
20251030-0466,Digital,2024-11-29 12:30:01,Analyzed
20251030-0466,Physical,2024-11-26 12:30:01,Collected
20251030-0466,Document,2024-12-03 12:30:01,Analyzed
20251030-0467,Document,2023-12-26 20:16:15,In Analysis
20251030-0467,Photographic,2023-12-27 20:16:15,In Analysis
20251030-0468,Digital,2024-07-05 20:35:32,Analyzed
20251030-0468,Digital,2024-07-03 20:35:32,Collected
20251030-0468,Document,2024-07-02 20:35:32,In Analysis
20251030-0469,Document,2024-04-29 15:15:10,Collected
20251030-0469,Digital,2024-04-22 15:15:10,Analyzed
20251030-0469,Photographic,2024-04-25 15:15:10,Analyzed
20251030-0472,Digital,2024-08-16 20:00:46,Analyzed
20251030-0474,Digital,2023-03-16 19:51:44,Collected
20251030-0474,Document,2023-03-10 19:51:44,Collected
20251030-0474,Photographic,2023-03-12 19:51:44,Analyzed
20251030-0477,Photographic,2023-10-07 17:44:15,Collected
20251030-0477,Photographic,2023-10-13 17:44:15,In Analysis
20251030-0477,Photographic,2023-10-15 17:44:15,In Analysis
20251030-0478,Physical,2024-08-08 06:45:56,Collected
20251030-0478,Physical,2024-08-08 06:45:56,Analyzed
20251030-0478,Digital,2024-08-05 06:45:56,In Analysis
20251030-0478,Physical,2024-08-09 06:45:56,In Analysis
20251030-0479,Physical,2023-06-06 13:56:09,Analyzed
20251030-0479,Physical,2023-06-05 13:56:09,Analyzed
20251030-0480,Digital,2023-03-04 08:44:41,In Analysis
20251030-0480,Digital,2023-03-08 08:44:41,Collected
20251030-0480,Physical,2023-03-04 08:44:41,Collected
20251030-0480,Document,2023-03-05 08:44:41,Collected
20251030-0481,Photographic,2024-01-15 14:24:03,Collected
20251030-0485,Document,2024-08-05 11:56:41,Analyzed
20251030-0487,Digital,2024-12-19 13:15:40,Collected
20251030-0487,Photographic,2024-12-20 13:15:40,Analyzed
20251030-0491,Digital,2024-11-25 21:07:34,In Analysis
20251030-0491,Document,2024-11-26 21:07:34,In Analysis
20251030-0491,Physical,2024-11-28 21:07:34,Analyzed
20251030-0491,Document,2024-11-26 21:07:34,In Analysis
20251030-0492,Photographic,2024-03-28 08:27:04,Analyzed
20251030-0492,Physical,2024-04-03 08:27:04,Collected
20251030-0494,Document,2024-01-30 16:30:02,Analyzed
20251030-0494,Photographic,2024-01-24 16:30:02,Collected
20251030-0494,Digital,2024-02-02 16:30:02,Analyzed
20251030-0495,Physical,2024-04-01 09:33:05,Analyzed
20251030-0498,Digital,2024-09-30 17:05:13,In Analysis
20251030-0498,Digital,2024-09-23 17:05:13,Analyzed
20251030-0501,Document,2023-12-11 16:03:45,Analyzed
20251030-0501,Document,2023-12-06 16:03:45,Collected
20251030-0501,Digital,2023-12-06 16:03:45,Analyzed
20251030-0505,Photographic,2024-06-13 23:05:20,Collected
20251030-0505,Photographic,2024-06-15 23:05:20,In Analysis
20251030-0505,Digital,2024-06-16 23:05:20,Analyzed
20251030-0509,Photographic,2023-11-15 14:08:24,Collected
20251030-0510,Photographic,2023-04-17 06:12:33,Analyzed
20251030-0510,Physical,2023-04-16 06:12:33,Collected
20251030-0510,Digital,2023-04-17 06:12:33,Analyzed
20251030-0510,Physical,2023-04-16 06:12:33,In Analysis
20251030-0511,Physical,2023-05-10 06:55:46,Analyzed
20251030-0512,Document,2024-05-19 16:02:08,Collected
20251030-0512,Physical,2024-05-22 16:02:08,Analyzed
20251030-0512,Document,2024-05-28 16:02:08,Collected
20251030-0512,Document,2024-05-23 16:02:08,In Analysis
20251030-0513,Digital,2023-02-16 17:36:56,Collected
20251030-0513,Digital,2023-02-06 17:36:56,Analyzed
20251030-0515,Document,2023-03-15 10:36:42,Collected
20251030-0515,Physical,2023-03-19 10:36:42,Analyzed
20251030-0515,Document,2023-03-20 10:36:42,Analyzed
20251030-0518,Physical,2024-04-14 20:38:52,Collected
20251030-0518,Physical,2024-04-15 20:38:52,Analyzed
20251030-0521,Document,2024-11-08 20:20:38,Collected
20251030-0524,Physical,2023-08-11 22:11:32,In Analysis
20251030-0524,Document,2023-08-19 22:11:32,Collected
20251030-0524,Photographic,2023-08-10 22:11:32,Collected
20251030-0524,Document,2023-08-10 22:11:32,Collected
20251030-0526,Document,2024-08-10 22:50:52,In Analysis
20251030-0526,Physical,2024-08-15 22:50:52,In Analysis
20251030-0526,Digital,2024-08-18 22:50:52,Analyzed
20251030-0526,Digital,2024-08-10 22:50:52,Analyzed
20251030-0527,Physical,2023-04-03 20:54:04,Collected
20251030-0533,Digital,2024-01-01 17:40:26,Collected
20251030-0533,Document,2023-12-24 17:40:26,Collected
20251030-0534,Photographic,2024-12-13 07:14:58,Analyzed
20251030-0534,Physical,2024-12-10 07:14:58,Collected
20251030-0535,Digital,2024-11-13 17:05:03,In Analysis
20251030-0535,Digital,2024-11-13 17:05:03,Collected
20251030-0535,Physical,2024-11-20 17:05:03,In Analysis
20251030-0537,Photographic,2024-12-22 15:27:02,Collected
20251030-0539,Photographic,2023-03-20 09:49:13,Analyzed
20251030-0539,Document,2023-03-22 09:49:13,Analyzed
20251030-0539,Document,2023-03-25 09:49:13,Analyzed
20251030-0539,Digital,2023-03-19 09:49:13,In Analysis
20251030-0540,Document,2024-11-23 19:58:44,Collected
20251030-0540,Photographic,2024-11-30 19:58:44,Analyzed
20251030-0540,Photographic,2024-11-28 19:58:44,Collected
20251030-0545,Physical,2024-02-21 18:49:42,Collected
20251030-0545,Physical,2024-02-15 18:49:42,Analyzed
20251030-0545,Digital,2024-02-22 18:49:42,Collected
20251030-0546,Physical,2023-03-18 02:28:11,Analyzed
20251030-0546,Digital,2023-03-28 02:28:11,Analyzed
20251030-0546,Photographic,2023-03-23 02:28:11,In Analysis
20251030-0546,Photographic,2023-03-22 02:28:11,In Analysis
20251030-0548,Document,2024-12-28 10:30:34,In Analysis
20251030-0548,Document,2024-12-28 10:30:34,Analyzed
20251030-0548,Physical,2024-12-29 10:30:34,Collected
20251030-0548,Photographic,2024-12-21 10:30:34,Analyzed
20251030-0550,Digital,2023-09-13 04:41:14,In Analysis
20251030-0553,Digital,2024-07-26 10:14:50,In Analysis
20251030-0555,Physical,2024-01-21 12:13:27,Analyzed
20251030-0556,Physical,2024-08-07 09:27:13,Collected
20251030-0556,Digital,2024-08-14 09:27:13,Analyzed
20251030-0556,Physical,2024-08-04 09:27:13,Analyzed
20251030-0558,Document,2024-09-16 22:01:09,Collected
20251030-0558,Photographic,2024-09-19 22:01:09,In Analysis
20251030-0560,Digital,2024-01-13 08:45:41,Analyzed
20251030-0560,Physical,2024-01-12 08:45:41,Collected
20251030-0561,Digital,2024-06-16 03:05:02,In Analysis
20251030-0561,Digital,2024-06-12 03:05:02,Analyzed
20251030-0561,Document,2024-06-11 03:05:02,In Analysis
20251030-0561,Physical,2024-06-14 03:05:02,In Analysis
20251030-0562,Document,2023-10-04 02:45:54,Analyzed
20251030-0565,Digital,2024-04-22 16:46:43,Collected
20251030-0565,Physical,2024-04-18 16:46:43,In Analysis
20251030-0566,Document,2024-01-01 18:14:17,Analyzed
20251030-0566,Physical,2024-01-01 18:14:17,Analyzed
20251030-0566,Physical,2023-12-30 18:14:17,In Analysis
20251030-0567,Digital,2023-12-10 14:34:34,Analyzed
20251030-0567,Photographic,2023-12-05 14:34:34,Collected
20251030-0567,Physical,2023-12-08 14:34:34,Collected
20251030-0569,Digital,2024-01-27 20:31:32,In Analysis
20251030-0569,Photographic,2024-01-23 20:31:32,In Analysis
20251030-0569,Photographic,2024-01-23 20:31:32,In Analysis
20251030-0569,Physical,2024-01-23 20:31:32,Analyzed
20251030-0570,Document,2023-09-08 22:13:56,Collected
20251030-0570,Photographic,2023-09-08 22:13:56,Collected
20251030-0570,Physical,2023-09-12 22:13:56,Analyzed
20251030-0573,Photographic,2023-03-11 19:39:35,Collected
20251030-0573,Physical,2023-03-06 19:39:35,Analyzed
20251030-0573,Digital,2023-03-03 19:39:35,In Analysis
20251030-0579,Photographic,2024-06-28 07:53:12,Analyzed
20251030-0579,Physical,2024-06-29 07:53:12,Analyzed
20251030-0579,Physical,2024-06-30 07:53:12,In Analysis
20251030-0580,Photographic,2023-10-26 07:01:05,Collected
20251030-0583,Photographic,2023-05-19 16:06:11,Analyzed
20251030-0585,Photographic,2023-03-23 18:44:29,Analyzed
20251030-0585,Digital,2023-03-18 18:44:29,Analyzed
20251030-0585,Physical,2023-03-14 18:44:29,In Analysis
20251030-0585,Physical,2023-03-22 18:44:29,Collected
20251030-0589,Physical,2024-05-27 16:15:03,Collected
20251030-0589,Physical,2024-05-23 16:15:03,Analyzed
20251030-0589,Physical,2024-05-18 16:15:03,In Analysis
20251030-0589,Document,2024-05-18 16:15:03,Analyzed
20251030-0590,Photographic,2023-02-20 23:37:27,Analyzed
20251030-0590,Physical,2023-02-21 23:37:27,Analyzed
20251030-0590,Digital,2023-02-23 23:37:27,Collected
20251030-0590,Digital,2023-02-20 23:37:27,Analyzed
20251030-0591,Physical,2023-04-06 19:31:41,In Analysis
20251030-0591,Physical,2023-04-12 19:31:41,In Analysis
20251030-0593,Physical,2023-07-28 20:07:32,Collected
20251030-0593,Photographic,2023-07-29 20:07:32,Analyzed
20251030-0593,Physical,2023-08-03 20:07:32,In Analysis
20251030-0599,Digital,2024-06-29 07:50:28,Collected
20251030-0599,Document,2024-06-28 07:50:28,In Analysis
20251030-0601,Digital,2023-01-19 17:20:10,Analyzed
20251030-0601,Physical,2023-01-15 17:20:10,Collected
20251030-0601,Digital,2023-01-24 17:20:10,Collected
20251030-0601,Document,2023-01-22 17:20:10,Collected
20251030-0604,Document,2023-12-28 17:51:41,Collected
20251030-0604,Document,2023-12-27 17:51:41,Analyzed
20251030-0605,Document,2024-07-19 14:14:07,Collected
20251030-0605,Photographic,2024-07-24 14:14:07,Analyzed
20251030-0605,Digital,2024-07-18 14:14:07,Analyzed
20251030-0605,Document,2024-07-15 14:14:07,In Analysis
20251030-0606,Physical,2024-02-08 15:45:58,Collected
20251030-0606,Document,2024-02-07 15:45:58,Collected
20251030-0607,Physical,2024-09-09 07:33:32,Collected
20251030-0609,Photographic,2024-02-10 09:00:16,In Analysis
20251030-0610,Digital,2024-05-10 21:38:52,Analyzed
20251030-0610,Document,2024-05-06 21:38:52,Analyzed
20251030-0612,Document,2024-01-10 08:49:42,In Analysis
20251030-0616,Physical,2024-10-08 17:35:13,In Analysis
20251030-0616,Physical,2024-10-14 17:35:13,In Analysis
20251030-0616,Digital,2024-10-12 17:35:13,Collected
20251030-0616,Digital,2024-10-13 17:35:13,Analyzed
20251030-0619,Physical,2023-01-16 05:57:00,Analyzed
20251030-0620,Photographic,2024-09-09 04:54:18,Analyzed
20251030-0621,Physical,2024-02-27 08:21:36,In Analysis
20251030-0621,Digital,2024-02-29 08:21:36,Collected
20251030-0622,Photographic,2024-04-05 19:38:26,Collected
20251030-0622,Digital,2024-04-01 19:38:26,Collected
20251030-0623,Photographic,2023-02-02 16:28:06,In Analysis
20251030-0623,Photographic,2023-01-31 16:28:06,In Analysis
20251030-0623,Document,2023-02-06 16:28:06,Collected
20251030-0623,Document,2023-02-02 16:28:06,Collected
20251030-0624,Document,2023-11-01 11:47:58,Analyzed
20251030-0624,Physical,2023-11-05 11:47:58,Collected
20251030-0627,Digital,2023-08-10 15:49:57,Analyzed
20251030-0627,Photographic,2023-08-10 15:49:57,Collected
20251030-0627,Physical,2023-08-07 15:49:57,Collected
20251030-0627,Digital,2023-08-05 15:49:57,Analyzed
20251030-0629,Photographic,2024-10-23 04:29:23,In Analysis
20251030-0629,Document,2024-10-22 04:29:23,Analyzed
20251030-0629,Photographic,2024-10-24 04:29:23,In Analysis
20251030-0631,Photographic,2023-10-30 20:45:29,In Analysis
20251030-0632,Document,2023-04-09 19:12:12,In Analysis
20251030-0632,Physical,2023-04-16 19:12:12,Collected
20251030-0632,Digital,2023-04-14 19:12:12,Collected
20251030-0632,Physical,2023-04-13 19:12:12,In Analysis
20251030-0633,Physical,2023-01-31 18:25:33,Analyzed
20251030-0633,Digital,2023-02-06 18:25:33,Analyzed
20251030-0634,Physical,2023-07-01 05:50:39,In Analysis
20251030-0634,Physical,2023-07-10 05:50:39,In Analysis
20251030-0634,Digital,2023-07-09 05:50:39,Collected
20251030-0635,Document,2024-09-22 18:27:01,Analyzed
20251030-0635,Digital,2024-09-21 18:27:01,Collected
20251030-0638,Physical,2024-09-06 12:18:40,Collected
20251030-0638,Document,2024-09-09 12:18:40,Analyzed
20251030-0639,Physical,2023-08-06 16:08:10,In Analysis
20251030-0640,Digital,2024-06-02 13:43:36,In Analysis
20251030-0640,Photographic,2024-06-05 13:43:36,In Analysis
20251030-0640,Physical,2024-06-08 13:43:36,In Analysis
20251030-0640,Photographic,2024-06-09 13:43:36,Collected
20251030-0641,Physical,2023-01-14 22:36:25,Analyzed
20251030-0641,Physical,2023-01-06 22:36:25,In Analysis
20251030-0641,Digital,2023-01-15 22:36:25,Collected
20251030-0646,Digital,2023-10-02 18:43:02,Collected
20251030-0646,Physical,2023-09-25 18:43:02,Collected
20251030-0646,Photographic,2023-09-25 18:43:02,Collected
20251030-0649,Photographic,2023-07-04 07:47:07,Collected
20251030-0650,Physical,2024-01-10 22:06:20,Analyzed
20251030-0650,Photographic,2024-01-10 22:06:20,Analyzed
20251030-0650,Document,2024-01-11 22:06:20,In Analysis
20251030-0651,Digital,2023-07-06 21:27:45,Analyzed
20251030-0651,Physical,2023-07-06 21:27:45,In Analysis
20251030-0651,Physical,2023-07-11 21:27:45,Analyzed
20251030-0651,Physical,2023-07-04 21:27:45,Collected
20251030-0653,Document,2024-03-25 19:50:37,Collected
20251030-0653,Document,2024-03-29 19:50:37,Analyzed
20251030-0653,Document,2024-03-27 19:50:37,In Analysis
20251030-0653,Physical,2024-03-28 19:50:37,In Analysis
20251030-0654,Document,2024-09-03 06:00:11,In Analysis
20251030-0654,Digital,2024-09-03 06:00:11,In Analysis
20251030-0657,Document,2024-09-28 22:49:52,In Analysis
20251030-0657,Physical,2024-09-24 22:49:52,Collected
20251030-0660,Digital,2023-06-08 06:10:36,In Analysis
20251030-0660,Physical,2023-06-10 06:10:36,Collected
20251030-0660,Physical,2023-06-12 06:10:36,Collected
20251030-0661,Physical,2024-09-14 15:34:22,Collected
